Reference,Depth,Beg_end,Temperature,Conductivity,pH,Salinity,DissolvedO2,Flag
CKM2003070508,2.6,B,28.5,34.7,8,21.7,4.1,
CKM2003070601,0.2,B,28.2,37.1,7.7,23.4,5.8,
CKM2003070601,0.7,B,28.2,37.1,7.7,23.4,5.8,
CKM2003070701,0.2,B,29.1,16.9,7.5,9.9,3.7,
CKM2003070701,0.9,B,28.7,18.4,7.5,10.8,3.7,
CKM2003070702,0.2,B,27.4,3.7,7.4,1.9,4.5,
CKM2003070703,0.2,B,29,8.3,7.4,4.1,4.4,
CKM2003070703,0.9,B,28.4,13.9,7.4,7.3,4.1,
CKM2003070704,0.2,B,27.6,2.1,7.3,1.1,4.1,
CKM2003070704,0.9,B,27.7,2.5,7.3,1.2,4,
CKM2003070705,0.2,B,31,33.2,7.9,20.7,4.9,
CKM2003070706,0.2,B,30.5,12.9,7.7,7.4,5,
CKM2003070801,0.2,B,30.4,35.5,7.5,22.2,6.9,
CKM2003070801,0.5,B,30.3,35.9,7.5,22.5,6,
CKM2003070802,0.2,B,30.4,41.6,7.6,26.5,6.9,
CKM2003070802,0.8,B,30.2,41.7,7.6,26.7,6.5,
CKM2003070802,1.8,B,30.1,42.1,7.6,27.1,6.5,
CKM2003070802,2.8,B,29.9,43.4,7.6,27.8,6.3,
CKM2003070802,3.8,B,29.9,43.7,7.6,28,6.1,
CKM2003070802,4.4,B,29.9,43.8,7.6,28.1,6.2,
CKM2003070803,0.2,B,30.6,45.7,7.7,29.5,7.7,
CKM2003070803,0.8,B,30.4,46.4,7.7,30,7.6,
CKM2003070803,1.8,B,30.3,46.6,7.7,30.1,7.6,
CKM2003070803,2.8,B,30.3,46.7,7.7,30.2,7.6,
CKM2003070804,0.2,B,30.3,47,7.6,30.4,7.4,
CKM2003070804,0.8,B,30.2,47,7.6,30.4,7.3,
CKM2003070804,1.8,B,30.2,47.1,7.6,30.4,7.2,
CKM2003070804,2.6,B,30.2,47.1,7.6,30.5,7.2,
CKM2003070805,0.2,B,30.6,45.5,7.6,29.3,7.1,
CKM2003070805,0.8,B,30.5,45.5,7.6,29.3,6.9,
CKM2003070805,1.8,B,30.2,46.1,7.6,29.7,6.9,
CKM2003070805,2.8,B,30.1,46.5,7.6,30,6.9,
CKM2003070805,3.8,B,30.1,46.7,7.6,30.2,6.9,
CKM2003070805,4.8,B,30.1,46.8,7.6,30.2,6.9,
CKM2003070805,5.5,B,30.1,46.8,7.6,30.3,6.9,
CKM2003070806,0.2,B,31.4,39.4,7.5,24.9,8.1,
CKM2003070806,0.5,B,31.3,39.8,7.5,25.2,7.9,
CKM2003070901,0.2,B,30.2,36,7.8,22.6,4.1,
CKM2003070902,0.2,B,31.5,36.6,7.9,22.9,4.5,
CKM2003070902,0.5,B,31.4,36.8,7.9,23.1,4.4,
CKM2003070903,0.2,B,31.1,36.8,8.1,23.2,4.8,
CKM2003070903,1,B,30.8,37.1,8.1,23.3,4.8,
CKM2003070903,2,B,30,44.6,8.1,28.7,4.4,
CKM2003070903,3,B,30,45.5,8.1,29.3,4.3,
CKM2003070903,3.8,B,29.7,45.5,8.1,29.3,4.3,
CKM2003070904,0.2,B,31.3,38,8.1,23.9,4.7,
CKM2003070904,1,B,31,38.9,8.1,24.6,4.7,
CKM2003070904,2,B,30,43.5,8.1,27.9,4.3,
CKM2003070904,3,B,29.7,45.1,8.1,29,4.3,
CKM2003070904,3.8,B,30,45.1,8.1,29,4.2,
CKM2003070905,0.2,B,31.1,32.7,7.9,20.3,4,
CKM2003070905,1,B,31,32.9,7.9,20.4,3.9,
CKM2003070905,2,B,31,32.9,7.9,20.4,3.9,
CKM2003070905,3,B,30.9,33,7.9,20.5,3.9,
CKM2003070905,4,B,30.9,33.1,7.9,20.6,3.9,
CKM2003070905,4.2,B,30.9,33.1,7.9,20.6,3.9,
CKM2003070906,0.2,B,31.9,20.2,7.8,11.9,4.9,
CKM2003070906,1,B,31.1,25.5,7.7,15.3,4.6,
CKM2003070906,1.6,B,30.9,26.7,7.7,16.3,4.1,
CKM2003070907,0.2,B,32.1,30.8,8,18.9,5.3,
CKM2003070907,1,B,31.9,31,8,19.1,5.2,
CKM2003070907,1.7,B,30.5,38.4,7.8,24.3,3.5,
CKM2003071001,0.6,B,28.2,32.1,8.2,20.6,4.5,
CKM2003071002,0.4,B,28.6,32.2,7.9,20,3.5,
CKM2003071003,0.3,B,29.2,29.6,8.2,18.2,5.1,
CKM2003071004,0.5,B,29.5,36.4,8.2,22.9,4.3,
CKM2003071004,1.8,B,29.3,36.6,8.2,23.1,4.3,
CKM2003071005,0.4,B,31.5,38.5,8.3,24.3,5.9,
CKM2003071006,0.4,B,30.1,41.8,8.1,26.7,4.7,
CKM2003071007,0.2,B,33.8,33.2,7.9,20.6,4.6,
CKM2003071101,0.5,B,26.7,0.3,7.8,0.1,4.5,
CKM2003071102,0.5,B,28.9,5.4,7.6,2.9,4.4,
CKM2003071103,0.3,B,28.2,1.2,7.8,0.5,4.5,
CKM2003071104,0.7,B,28.9,22,7.5,13.4,3,
CKM2003071105,0.5,B,30.9,5.9,7.6,3.2,4.3,
CKM2003071105,1.3,B,29.1,27.7,7.6,17.8,2.8,
CKM2003071106,0.5,B,30.4,32.6,8,20.3,5.3,
CKM2003071106,1.2,B,30.4,32.9,8,20.4,5.3,
CKM2003071107,0.5,B,31.9,24.5,8,14.8,6.3,
CKM2003071107,2.2,B,29.4,36.9,7.9,23.2,4.3,
CKM2003071108,0.5,B,31.4,34.1,8.1,20.3,5.8,
CKM2003071108,2.4,B,30.8,40.1,8.1,25.5,5.3,
CKM2003071109,0.5,B,30.6,42.9,8.1,27.4,5.1,
CKM2003071109,2.5,B,30.1,43.5,8.1,27.9,4.8,
CKM2003071201,0.4,B,28.6,30.1,7.5,18.6,2.8,
CKM2003071202,0.7,B,29.1,11.7,7.8,6.7,5,
CKM2003071203,0.7,B,29,13.5,7.9,7.8,5.3,
CKM2003071204,0.5,B,29.7,24.2,7.9,14.6,4.6,
CKM2003071204,1.4,B,29.4,26.7,7.9,16.3,4.3,
CKM2003071205,0.6,B,30.4,28.1,8,17.2,5.9,
CKM2003071206,0.5,B,31.2,30.2,8.2,18.6,6.4,
CKM2003071207,0.5,B,30.7,33.4,8.1,20.8,5.4,
CKM2003071207,1.2,B,30,33.9,8,21.1,4.3,
CKM2003071301,0.6,B,28.7,30.1,7.7,18.6,3.2,
CKM2003071302,0.6,B,29.1,33.5,7.9,20.9,3.2,
CKM2003071303,0.5,B,28.8,23.2,7.7,13.9,2.7,
CKM2003071304,0.6,B,28.9,1.5,7.7,0.7,2.7,
CKM2003071305,0.5,B,28,0.3,7.3,0.2,2.4,
CKM2003071401,0.5,B,26.2,0.3,7.2,0.1,5.7,
CKM2003071401,2,B,26.1,0.3,7.2,0.1,5.7,
CKM2003071402,0.5,B,26.1,0.3,7.4,0.1,6.2,
CKM2003071402,5.7,B,26,0.3,7.1,0.1,5.8,
CKM2003071403,0.5,B,25.9,0.3,7.4,0.1,6.9,
CKM2003071403,3.7,B,25.8,0.3,7.2,0.1,6,
CKM2003080101,0.2,B,28.6,41.1,7.8,26.2,4.3,
CKM2003080102,0.2,B,29.1,41.8,7.9,26.7,6.2,
CKM2003080102,0.4,B,29.1,41.8,7.8,26.7,6.1,
CKM2003080103,0.2,B,29,41.1,7.9,26.2,7.5,
CKM2003080103,0.5,B,29,41.1,7.9,26.2,7.4,
CKM2003080104,0.2,B,29.1,39.7,7.9,25.2,7.4,
CKM2003080105,0.2,B,29.3,39.9,7.9,25.4,7.6,
CKM2003080106,0.2,B,29.7,37.9,7.7,23.9,6.8,
CKM2003080107,0.2,B,30.3,39.9,7.8,25.3,7.7,
CKM2003080107,0.6,B,30.5,40.5,7.7,25.8,7.2,
CKM2003080108,0.2,B,30.3,39.7,7.8,25.2,8.2,
CKM2003080108,0.6,B,30.1,39.7,7.8,25.2,8,
CKM2003080201,0.2,B,30.3,40.5,7.9,25.8,6.6,
CKM2003080202,0.2,B,30.1,41,7.8,26.1,6.5,
CKM2003080203,0.2,B,29.9,37.2,7.8,23.4,6.6,
CKM2003080203,1,B,29.9,37.4,7.8,23.6,6.6,
CKM2003080203,2,B,29.9,38.8,7.8,24.6,6.7,
CKM2003080203,3,B,29.9,39,7.8,24.7,6.7,
CKM2003080203,3.8,B,29.9,39,7.8,24.7,6.7,
CKM2003080204,0.2,B,30.7,35.7,7.5,22.4,4.7,
CKM2003080204,0.7,B,30.7,35.7,7.5,22.4,4.7,
CKM2003080205,0.2,B,30.7,31.7,7.9,19.6,7.7,
CKM2003080205,1,B,30.1,34.6,7.9,21.6,7.4,
CKM2003080205,2,B,30.1,36.3,7.9,22.8,7.3,
CKM2003080206,0.2,B,30.8,33.4,7.9,20.8,7.8,
CKM2003080206,1,B,30.3,35.3,7.9,22.1,7.7,
CKM2003080206,2,B,30.2,37.3,7.9,23.5,7.6,
CKM2003080206,2.2,B,30.2,37.7,7.9,23.7,7.5,
CKM2003080207,0.2,B,30.7,37.2,7.9,23.4,7.6,
CKM2003080207,1,B,30.6,37.8,7.9,23.8,7.5,
CKM2003080207,2,B,30.5,38.1,7.8,24.1,7.4,
CKM2003080207,2.3,B,30.5,38.2,7.8,24.1,7.4,
CKM2003080208,0.2,B,31.1,36.7,7.9,23.1,7.7,
CKM2003080208,1,B,30.8,37.7,7.9,23.8,7.8,
CKM2003080208,2,B,30.7,38.3,7.9,24.2,7.8,
CKM2003080208,2.9,B,30.7,38.3,7.9,24.2,7.7,
CKM2003080301,0.2,B,30.1,37,7.9,23.2,5.6,
CKM2003080301,0.8,B,30.1,37,7.9,23.2,5.3,
CKM2003080302,0.2,B,29.6,39.5,7.9,25,5,
CKM2003080302,0.8,B,29.6,39.6,7.9,25.2,4.7,
CKM2003080303,0.2,B,29.9,40.3,8,25.6,6.1,
CKM2003080303,0.8,B,29.9,40.4,8,25.7,6,
CKM2003080304,0.2,B,29.9,40.9,8,26.1,7.1,
CKM2003080305,0.2,B,30.4,31.8,8.1,19.7,9.9,
CKM2003080401,0.2,B,27.4,3.6,7.8,1.9,6.5,
CKM2003080401,0.8,B,27.4,3.6,7.7,1.9,6.3,
CKM2003080401,1.6,B,27.4,3.6,7.6,1.9,6.3,
CKM2003080402,0.2,B,27.8,5.8,7.5,3.1,6.6,
CKM2003080402,0.8,B,27.8,5.9,7.5,3.2,6.5,
CKM2003080402,1.1,B,27.8,6,7.5,3.3,6.5,
CKM2003080403,0.2,B,29.5,3.2,7.5,1.6,6.4,
CKM2003080403,0.6,B,29.4,3.4,7.4,1.8,5.9,
CKM2003080404,0.2,B,28.6,7.6,7.6,4.2,7.6,
CKM2003080404,0.5,B,28.6,7.6,7.6,4.2,7.6,
CKM2003080405,0.2,B,27.7,2.1,7.4,1,6.1,
CKM2003080405,0.9,B,27.6,2,7.4,1,6.1,
CKM2003080406,0.2,B,28.1,1.8,7.4,0.9,6,
CKM2003080406,0.7,B,28,1.8,7.4,0.9,5.9,
CKM2003080407,0.2,B,29,5.8,7.6,3.1,7.5,
CKM2003080407,0.5,B,29,5.8,7.6,3.1,7.4,
CKM2003080408,0.2,B,29.2,6.1,7.7,3.3,7.3,
CKM2003080408,0.6,B,29.2,6.1,7.7,3.3,7.3,
CKM2003080501,0.2,B,27.3,0.3,7.9,0.1,5.4,
CKM2003080502,0.2,B,26.9,0.2,8,0.1,5.3,
CKM2003080502,1,B,26.9,0.2,7.7,0.1,4.9,
CKM2003080503,0.2,B,27.1,0.2,7.7,0.1,5,
CKM2003080503,1,B,27.1,0.2,7.6,0.1,4.9,
CKM2003080503,2,B,27.1,0.2,7.6,0.1,4.9,
CKM2003080503,2.5,B,27.1,0.2,7.6,0.1,4.9,
CKM2003080504,0.2,B,27.4,0.1,7.8,0.1,5.1,
CKM2003080504,1,B,27.4,0.2,7.6,0.1,4.9,
CKM2003080504,2,B,27.1,0.2,7.5,0.1,4.9,
CKM2003080504,3,B,27.1,0.2,7.4,0.1,4.8,
CKM2003080504,3.8,B,27.1,0.2,7.4,0.1,4.7,
CKM2003080505,0.2,B,27.3,0.3,7.6,0.1,5,
CKM2003080505,1,B,27.3,0.3,7.5,0.1,5,
CKM2003080505,1.8,B,27.3,0.3,7.1,0.1,5,
CKM2003080506,0.2,B,27.4,0.2,7.1,0.1,4.9,
CKM2003080506,1,B,27.3,0.2,7.5,0.1,4.9,
CKM2003080506,1.9,B,27.3,0.2,7.4,0.1,4.8,
CKM2003080507,0.2,B,27.4,0.2,7.5,0.1,4.9,
CKM2003080507,1,B,27.4,0.2,7.4,0.1,4.8,
CKM2003080507,2,B,27,0.2,7.3,0.1,4.6,
CKM2003080507,3,B,27,0.2,7.3,0.1,4.6,
CKM2003080508,0.2,B,27.4,0.2,7.7,0.1,5,
CKM2003080508,1,B,27.1,0.2,7.4,0.1,4.7,
CKM2003080509,0.2,B,27,0.2,7.5,0.1,4.8,
CKM2003080509,0.8,B,26.9,0.2,7.3,0.1,4.6,
CKM2003080601,0.2,B,30,33.8,7.9,21,6.2,
CKM2003080601,0.8,B,30,33.9,7.9,21.2,6.1,
CKM2003080601,1.8,B,30,34,7.9,21.2,6,
CKM2003080601,2.1,B,30,34,7.9,21.2,6,
CKM2003080602,0.2,B,30.4,37.3,7.9,23.5,6.8,
CKM2003080602,0.8,B,30.4,37.3,7.9,23.5,6.9,
CKM2003080603,0.2,B,31.3,29.2,7.9,17.9,7.8,
CKM2003080604,0.2,B,32.8,29.2,8.1,17.9,6.5,
CKM2003080605,0.2,B,32.7,29.6,8.1,18.1,7.1,
CKM2003080605,0.4,B,32.7,29.6,8.1,18.1,7.2,
CKM2003080606,0.2,B,31.5,11.1,7.6,6.3,4.6,
CKM2003080606,0.7,B,31.1,11.7,7.8,6.7,4.1,
CKM2003080607,0.2,B,31.6,11.3,7.7,6.4,5.3,
CKM2003080608,0.2,B,33.6,27.5,8.2,16.7,7.8,
CKM2003080608,0.7,B,33.5,28.7,8.2,17.4,7.8,
CKM2003080609,0.2,B,31,36.2,8.3,22.7,7.8,
CKM2003080609,0.9,B,30.8,36.5,8.2,22.9,7.7,
CKM2003080701,0.2,B,28,9.7,7.5,5.8,3.9,
CKM2003080701,1,B,28.8,19.2,7.5,11.3,3.8,
CKM2003080702,0.2,B,28.5,3.5,7.4,1.9,4.1,
CKM2003080702,1,B,29.3,22.5,7.4,13.3,3.2,
CKM2003080702,1.2,B,29.4,22.4,7.4,13.3,1.6,
CKM2003080703,0.2,B,30.2,3.9,7.4,2,4.2,
CKM2003080703,1,B,28.8,12.4,7.2,7.3,4.1,
CKM2003080703,1.4,B,28.9,16.5,7.3,9.6,3.7,
CKM2003080704,0.2,B,30.6,22.6,7.6,13.5,4.3,
CKM2003080704,1,B,29.6,27.1,7.7,16.5,4,
CKM2003080705,0.2,B,30.6,23.1,7.7,13.9,5.1,
CKM2003080705,1,B,29.5,24.3,7.6,14.7,4.4,
CKM2003080706,0.2,B,32.2,19.5,7.6,11.5,5,
CKM2003080706,0.6,B,31.8,19.9,7.6,11.9,5,
CKM2003080707,0.2,B,31,14.8,7.3,8.5,4.1,
CKM2003080707,0.9,B,31,14.8,7.3,8.5,4.1,
CKM2003080708,0.2,B,31.5,16.4,7.4,9.5,4.3,
CKM2003080708,0.6,B,31.4,19,7.4,11.2,4.4,
CKM2003080801,0.2,B,28.2,1.9,7.6,0.9,6.3,
CKM2003080801,0.8,B,27.7,5.7,7.4,3,5.4,
CKM2003080802,0.2,B,29.9,20.8,7.5,12.6,5.4,
CKM2003080802,1,B,29.8,26.8,7.6,16.4,4.8,
CKM2003080802,1.2,B,29.6,27.2,7.6,16.6,4.6,
CKM2003080803,0.2,B,31.5,27.5,7.9,16.8,7.1,
CKM2003080803,1,B,29.7,35,7.9,21.9,6.9,
CKM2003080803,2,B,29.5,37.7,7.9,23.8,6.5,
CKM2003080803,3,B,29.6,38.3,7.9,24.2,6.2,
CKM2003080803,3.3,B,29.7,38.3,7.9,24.2,6.1,
CKM2003080804,0.2,B,31.7,27.7,7.9,16.9,7.3,
CKM2003080804,1,B,30.3,36.5,7.9,22.9,7.2,
CKM2003080804,2,B,29.8,38,7.9,24,6.7,
CKM2003080804,2.9,B,29.9,38.1,7.9,24.1,6.4,
CKM2003080805,0.2,B,31.2,37.8,7.9,23.8,7.2,
CKM2003080805,1,B,30.2,39.1,7.9,24.8,7.3,
CKM2003080805,2,B,29.7,40.2,7.9,25.5,7.1,
CKM2003080805,3,B,29.5,40.2,7.9,25.5,7,
CKM2003080805,4,B,29.5,40.2,7.9,25.6,6.9,
CKM2003080805,4.2,B,29.4,40.2,7.9,25.6,6.9,
CKM2003080806,0.2,B,31.5,36.5,7.9,22.9,7.8,
CKM2003080806,1,B,30.7,37,7.9,23.4,7.5,
CKM2003080806,1.8,B,30.2,37.6,7.9,23.7,6.9,
CKM2003080807,0.2,B,31.4,36.3,7.9,22.8,8.2,
CKM2003080807,1,B,31,36.1,7.9,22.6,8.2,
CKM2003080807,2,B,29.7,40.3,7.8,25.7,6.8,
CKM2003080807,3,B,29.7,40.6,7.8,25.8,6.5,
CKM2003080807,3.1,B,29.7,40.6,7.8,25.9,6.4,
CKM2003080901,0.2,B,29.5,11.6,7.3,6.6,4.8,
CKM2003080901,0.4,B,30,21,7.4,12.4,4.5,
CKM2003080902,0.2,B,27.9,0.2,7.4,0.1,4.7,
CKM2003080902,0.6,B,27.9,0.3,7.3,0.1,4.9,
CKM2003080903,0.2,B,30.9,6.3,7.2,3.4,5.4,
CKM2003080903,1,B,29.1,6.1,7.2,3.3,5.3,
CKM2003080903,2,B,29.1,8.5,7.1,4.7,5.1,
CKM2003080903,2.9,B,29.1,16.7,7.1,9.7,4.4,
CKM2003080904,0.2,B,31.1,24,7.5,14.5,6.2,
CKM2003080904,0.6,B,31.1,24.1,7.5,14.5,6.3,
CKM2003090101,0.2,B,29.4,40.8,8.2,26,8.1,
CKM2003090102,0.2,B,29.9,41.7,8.1,26.6,8.3,
CKM2003090103,0.2,B,29.9,40.1,8,25.5,7.9,
CKM2003090103,0.7,B,29.9,40.3,8,25.6,7.7,
CKM2003090104,0.2,B,29.8,38.5,7.9,24.3,7.6,
CKM2003090104,0.8,B,29.8,38.5,7.9,24.3,7.6,
CKM2003090105,0.2,B,30.3,35.1,8.1,22,9.2,
CKM2003090106,0.2,B,31,37.8,8.1,23.8,11.1,
CKM2003090106,0.6,B,31,37.8,8.1,23.8,10.9,
CKM2003090107,0.2,B,31.3,22.8,8,13.7,9.6,
CKM2003090107,0.7,B,31.2,22.8,8,13.7,9.2,
CKM2003090201,0.2,B,29.5,31.6,7.8,19.5,5.7,
CKM2003090201,0.6,B,29.5,31.6,7.8,19.6,5.4,
CKM2003090202,0.2,B,29.4,36.3,7.9,22.8,6.6,
CKM2003090202,0.7,B,29.4,36.8,7.9,23.2,6.5,
CKM2003090203,0.2,B,29.7,35.7,7.7,22.4,6.1,
CKM2003090204,0.2,B,30.1,35,7.7,21.9,5.7,
CKM2003090204,0.4,B,30.2,36.5,7.7,23,5.3,
CKM2003090205,0.2,B,30.7,41,7.9,26,8,
CKM2003090206,0.2,B,30.9,31.4,8.2,19.4,10.5,
CKM2003090207,0.2,B,31.1,24.9,8.1,15,10.8,
CKM2003090208,0.3,B,32.7,24.2,7.8,14.5,8.2,
CKM2003090301,0.2,B,27.7,48.6,8.2,31.7,3.8,
CKM2003090301,1,B,27.7,48.6,8.2,31.7,3.8,
CKM2003090301,2,B,27.7,48.6,8.2,31.7,4,
CKM2003090301,3,B,27.8,48.9,8.2,31.8,4.3,
CKM2003090301,4,B,27.9,49.2,8.2,32.1,4.3,
CKM2003090301,5,B,28,49.3,8.2,32.2,4.2,
CKM2003090301,5.8,B,28.1,49.4,8.2,32.2,3.9,
CKM2003090302,0.2,B,28.2,49.2,8.2,32,3.4,
CKM2003090302,1,B,28.2,49.2,8.2,32.1,3.4,
CKM2003090302,2,B,28.2,49.3,8.2,32.1,3.4,
CKM2003090302,3,B,28.2,49.4,8.2,32.2,3.4,
CKM2003090302,3.9,B,28.2,49.4,8.2,32.2,3.4,
CKM2003090303,0.2,B,28,48.7,8.2,31.7,3.3,
CKM2003090303,1,B,28.2,49.2,8.2,32.1,3.3,
CKM2003090303,2,B,28.5,50.4,8.2,32.9,3.3,
CKM2003090303,3,B,28.5,50.4,8.2,33,3.3,
CKM2003090303,3.3,B,28.5,50.5,8.2,33,3.3,
CKM2003090304,0.2,B,27.6,47.5,8.2,30.1,3.6,
CKM2003090304,1,B,27.6,47.5,8.2,30.9,3.6,
CKM2003090304,2,B,28.3,49.8,8.2,32.6,3.5,
CKM2003090304,3,B,28.5,50.8,8.2,33.2,3.4,
CKM2003090304,4,B,28.6,50.8,8.2,33.2,3.3,
CKM2003090304,4.4,B,28.6,50.8,8.2,33.2,3.3,
CKM2003090305,0.2,B,28.2,46.9,8.2,30.4,4.3,
CKM2003090305,1,B,28.2,46.9,8.2,30.4,4.3,
CKM2003090305,2,B,28.2,47,8.2,30.5,4.2,
CKM2003090305,2.4,B,28.2,47.6,8.1,30.9,4.2,
CKM2003090306,0.2,B,27.6,26.2,7.9,15.9,4.5,
CKM2003090306,1,B,27.3,30.4,7.9,18.8,4.2,
CKM2003090306,2,B,27.6,43.4,8,27.9,3.7,
CKM2003090306,2.4,B,27.7,43.4,8,27.9,3.7,
CKM2003090307,0.2,B,27.9,27.8,7.9,17,5.3,
CKM2003090307,1,B,27.4,36.6,8,23,4.7,
CKM2003090307,2,B,27.7,42.9,8,27.6,4.3,
CKM2003090308,0.2,B,28.5,40.7,8.1,25.9,5.4,
CKM2003090308,1,B,28.1,43.1,8.1,27.6,5.3,
CKM2003090308,2,B,28.3,48,8.1,31.2,5.4,
CKM2003090309,0.2,B,28.7,49.3,8.2,32.2,6.2,
CKM2003090309,1,B,28.7,49.3,8.2,32.2,6.2,
CKM2003090309,2,B,28.7,49.4,8.2,32.2,6.2,
CKM2003090309,3,B,28.4,49.4,8.2,32.2,6.2,
CKM2003090309,3.5,B,28.4,49.5,8.2,32.3,6.1,
CKM2003090310,0.2,B,28.7,48.7,8.2,31.7,6.2,
CKM2003090310,1,B,28.7,48.7,8.2,31.7,6.2,
CKM2003090310,2,B,28.5,48.7,8.2,31.7,6.2,
CKM2003090310,3,B,28.3,49.4,8.2,32.2,6.1,
CKM2003090310,4,B,28.3,49.7,8.1,32.4,5.7,
CKM2003090310,4.5,B,28.2,49.7,8.1,32.5,5.6,
CKM2003090401,0.2,B,27.5,,,22,,
CKM2003090402,0.2,B,27,,,20,,
CKM2003090403,0.2,B,26,,,4,,
CKM2003090404,0.2,B,28,,,26,,
CKM2003090405,0.2,B,28,,,5,,
CKM2003090406,0.2,B,27,,,6,,
CKM2003090407,0.2,B,28.5,,,16,,
CKM2003090408,0.2,B,28,,,11,,
CKM2003090409,0.2,B,28,,,10,,
CKM2003090410,0.2,B,28,,,10,,
CKM2003090411,0.2,B,28.7,,,15,,
CKM2003090412,0.2,B,28,,,10,,
CKM2003090413,0.2,B,27,,,3,,
CKM2003090414,0.2,B,26,,,0.1,,
CKM2003090501,0.2,B,26.8,28.3,7.3,17.4,4.6,
CKM2003090502,0.2,B,26.2,22.1,7.1,13.3,4.8,
CKM2003090502,0.7,B,26.3,22.6,7,13.6,4.9,
CKM2003090503,0.2,B,27.1,25.5,7.2,15.5,5.8,
CKM2003090503,1,B,27.1,27.4,7.1,16.7,5.6,
CKM2003090503,1.2,B,27.3,28.9,7.1,17.8,5.1,
CKM2003090504,0.2,B,26.1,10.3,7.2,5.8,5.9,
CKM2003090504,0.8,B,26.1,10.5,7.1,5.9,5.8,
CKM2003090505,0.2,B,28.1,34,7.4,21.3,8,
CKM2003090505,1,B,28.9,36.1,7.5,22.7,7.6,
CKM2003090505,1.1,B,27.8,38.9,7.5,24.7,7.4,
CKM2003090506,0.2,B,28.5,33.5,7.3,20.9,7.6,
CKM2003090506,1,B,28.1,36.5,7.4,22.9,7.5,
CKM2003090506,1.2,B,27.5,38.2,7.3,24.2,5.9,
CKM2003090507,0.2,B,29.2,38.4,7.5,24.3,9.9,
CKM2003090507,0.8,B,29.1,38.8,7.6,24.6,10,
CKM2003090601,0.2,B,27.4,35.2,8.3,22.1,9.2,
CKM2003090601,0.6,B,27.4,35.2,8.2,22.1,9.1,
CKM2003090602,0.2,B,27.7,33.8,8,21.1,8.1,
CKM2003090602,1,B,27.5,34.2,8,21.4,8.3,
CKM2003090602,1.3,B,27.8,34.8,8,21.8,8.4,
CKM2003090603,0.2,B,28.6,37.7,8.3,23.8,11.8,
CKM2003090603,1,B,28.4,37.8,8.3,23.9,12.2,
CKM2003090604,0.2,B,28.6,45.8,8.2,29.6,9.9,
CKM2003090604,1,B,28.5,45.8,8.2,29.6,10.2,
CKM2003090605,0.2,B,28.3,43.9,8.3,28.3,10.7,
CKM2003090605,1,B,28.2,44.1,8.3,28.4,10.8,
CKM2003090605,1.7,B,28.2,44.1,8.3,28.4,10.8,
CKM2003090606,0.2,B,27.9,43.7,8.6,28.1,11.4,
CKM2003090606,0.8,B,27.9,43.8,8.3,28.2,11.3,
CKM2003090701,0.2,B,26.3,42.1,8,27,7.4,
CKM2003090701,0.5,B,26.3,42.2,8,27,7.4,
CKM2003090702,0.2,B,26.9,40.6,8.1,27.5,8.3,
CKM2003090702,0.4,B,27.6,45.9,8.1,29.8,7.9,
CKM2003090703,0.2,B,27.4,41.5,8.2,26.3,9.5,
CKM2003090703,0.6,B,27.7,45.9,8.2,29.7,9.1,
CKM2003090704,0.2,B,26.2,32.7,8.1,20.4,11.1,
CKM2003090704,0.5,B,26.2,32.8,8.1,20.4,11.1,
CKM2003090705,0.2,B,26.6,35.2,7.9,22.1,11.2,
CKM2003090705,0.5,B,26.5,35.4,7.9,22.2,11.2,
CKM2003090706,0.2,B,26.8,36.2,7.9,22.8,11.3,
CKM2003090706,0.7,B,26.7,37.1,8,23.4,11.4,
CKM2003090707,0.2,B,27.5,38.7,8.1,24.5,12.1,
CKM2003090707,0.8,B,27.2,39.2,8.1,24.9,11.8,
CKM2003090801,0.2,B,25.7,0.2,7.6,0.1,5.2,
CKM2003090802,0.2,B,25.9,0.2,7.5,0.1,5.3,
CKM2003090803,0.2,B,25.8,0.2,7.6,0.1,5.5,
CKM2003090803,1,B,25.8,0.2,7.5,0.1,5.3,
CKM2003090803,2,B,25.8,0.2,7.5,0.1,5.3,
CKM2003090803,3,B,25.8,0.2,7.4,0.1,5.3,
CKM2003090803,4,B,25.8,0.2,7.4,0.1,5.3,
CKM2003090803,5,B,25.8,0.2,7.4,0.1,5.3,
CKM2003090803,6,B,25.8,0.2,7.4,0.1,5.3,
CKM2003090803,6.4,B,25.8,0.2,7.4,0.1,5.3,
CKM2003090804,0.2,B,25.9,0.2,7.5,0.1,5.4,
CKM2003090804,1,B,25.9,0.2,7.5,0.1,5.3,
CKM2003090804,2,B,25.9,0.2,7.4,0.1,5.3,
CKM2003090804,3,B,25.9,0.2,7.4,0.1,5.3,
CKM2003090805,0.2,B,26.3,0.2,7.7,0.1,5.7,
CKM2003090805,1,B,26.2,0.2,7.6,0.1,5.4,
CKM2003090805,1.6,B,26.2,0.2,7.6,0.1,5.3,
CKM2003090806,0.2,B,25.8,0.2,7.8,0.1,5.5,
CKM2003090806,1,B,25.7,0.2,7.7,0.1,5.3,
CKM2003090806,1.8,B,25.7,0.2,7.7,0.1,5.3,
CKM2003090807,0.2,B,25.9,0.2,7.7,0.1,5.5,
CKM2003090807,1,B,25.9,0.2,7.7,0.1,5.3,
CKM2003090807,2,B,25.8,0.2,7.5,0.1,5.2,
CKM2003090807,3,B,25.8,0.2,7.5,0.1,5.2,
